,cancer_rate
272,0.003900333232353832
273,0.004383500056198719
274,0.0042106765629460466
275,0.0014149274849663955
276,0.0029146328616076133
277,0.0030765023586518084
278,0.0032968526952620487
279,0.003053941908713693
280,0.00340559303163272
281,0.0028145064352516932
282,0.004044201412622466
283,0.0029267476864756384
284,0.003993720219241469
285,0.004100146067703662
286,0.0031161056040828346
287,0.003930506779542759
288,0.002181574089612351
289,0.0036436917314660263
290,0.0028430345653149783
291,0.0028834757381167187
292,0.0028004158701411945
293,0.0050198633666328684
294,0.0039424340523734735
295,0.003766839047436634
296,0.003972604916495845
297,0.0042063141974919655
298,0.003659487671725958
299,0.0033511249239916224
